owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	directParent	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	hierarchicalParent	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	http://www.w3.org/2000/01/rdf-schema#subClassOf	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	http://www.w3.org/2002/07/owl#disjointWith	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	linksTo	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	linksTo	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	directParent	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	hierarchicalParent	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	http://www.w3.org/2000/01/rdf-schema#subClassOf	{}	{}
owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Person	linksTo	{}	{}
owl2primer-object-property-domain-range-restriction+property+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#hasWife	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	http://www.w3.org/2000/01/rdf-schema#domain	{}	{}
owl2primer-object-property-domain-range-restriction+property+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#hasWife	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	http://www.w3.org/2000/01/rdf-schema#range	{}	{}
owl2primer-object-property-domain-range-restriction+property+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#hasWife	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Man	linksTo	{}	{}
owl2primer-object-property-domain-range-restriction+property+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#hasWife	owl2primer-object-property-domain-range-restriction+class+http://www.ebi.ac.uk/testcases/owl2primer/object-property-domain-range-restriction#Woman	linksTo	{}	{}
