":START_ID",":TYPE",":END_ID","_json"
"efo+ontology+http://www.ebi.ac.uk/efo/efo.owl","hierarchical_property","efo+property+http://purl.obolibrary.org/obo/BFO_0000050","{}"
"efo+ontology+http://www.ebi.ac.uk/efo/efo.owl","uri","efo+ontology+http://www.ebi.ac.uk/efo/efo.owl","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0004535","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0004535","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001281","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0002049","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002049","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","uri","efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","{}"
