":START_ID",":TYPE",":END_ID","_json"
"skos+class+http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2002/07/owl#disjointWith","skos+class+http://www.w3.org/2004/02/skos/core#Concept","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#Collection","http://www.w3.org/2002/07/owl#disjointWith","skos+class+http://www.w3.org/2004/02/skos/core#ConceptScheme","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#Concept","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#ConceptScheme","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#ConceptScheme","http://www.w3.org/2002/07/owl#disjointWith","skos+class+http://www.w3.org/2004/02/skos/core#Concept","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#OrderedCollection","http://www.w3.org/2000/01/rdf-schema#subClassOf","skos+class+http://www.w3.org/2004/02/skos/core#Collection","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#OrderedCollection","hierarchicalParent","skos+class+http://www.w3.org/2004/02/skos/core#Collection","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#OrderedCollection","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+class+http://www.w3.org/2004/02/skos/core#OrderedCollection","directParent","skos+class+http://www.w3.org/2004/02/skos/core#Collection","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#altLabel","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2002/07/owl#inverseOf","skos+property+http://www.w3.org/2004/02/skos/core#narrowMatch","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#mappingRelation","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#broader","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broadMatch","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broadMatch","directParent","skos+property+http://www.w3.org/2004/02/skos/core#mappingRelation","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broadMatch","directParent","skos+property+http://www.w3.org/2004/02/skos/core#broader","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broader","http://www.w3.org/2002/07/owl#inverseOf","skos+property+http://www.w3.org/2004/02/skos/core#narrower","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broader","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#broaderTransitive","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broader","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broader","directParent","skos+property+http://www.w3.org/2004/02/skos/core#broaderTransitive","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broaderTransitive","http://www.w3.org/2002/07/owl#inverseOf","skos+property+http://www.w3.org/2004/02/skos/core#narrowerTransitive","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broaderTransitive","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#semanticRelation","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broaderTransitive","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#broaderTransitive","directParent","skos+property+http://www.w3.org/2004/02/skos/core#semanticRelation","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#changeNote","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#note","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#changeNote","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#changeNote","directParent","skos+property+http://www.w3.org/2004/02/skos/core#note","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#closeMatch","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#mappingRelation","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#closeMatch","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#closeMatch","directParent","skos+property+http://www.w3.org/2004/02/skos/core#mappingRelation","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#definition","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","skos+property+http://www.w3.org/2004/02/skos/core#note","{}"
"skos+property+http://www.w3.org/2004/02/skos/core#definition","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","skos+ontology+http://www.w3.org/2004/02/skos/core","{}"
