punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	directParent	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	directParent	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	hierarchicalParent	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	hierarchicalParent	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#terakelvin	http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#terakelvin	http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	http://www.w3.org/2000/01/rdf-schema#subClassOf	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	http://www.w3.org/2000/01/rdf-schema#subClassOf	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	linksTo	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	linksTo	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+property+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	linksTo	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+property+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	linksTo	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#terakelvin	linksTo	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#terakelvin	linksTo	{}	{}
punning-class-individual+property+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	http://www.w3.org/2000/01/rdf-schema#domain	{}	{}
punning-class-individual+property+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	linksTo	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	directParent	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	directParent	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	hierarchicalParent	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#Quantity	hierarchicalParent	{}	{}
punning-class-individual+class+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#terakelvin	http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	{}	{}
punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#ThermodynamicTemperature	punning-class-individual+individual+http://www.ebi.ac.uk/testcases/punning/class-individual.owl#terakelvin	http://www.ebi.ac.uk/testcases/punning/class-individual.owl#commonlyHasUnit	{}	{}
